brier,condition,corpus_id,downstream_version,feasible,model_id,positive_rate_train,pr_auc,reason,retention,roc_auc,seed,subgroup_auc,subgroup_auc_gap,subgroup_representation_shift,train_rows,train_rows_ungated
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,1,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
,A2,bank_marketing,1.0.0,False,claude-sonnet-4-5-20250929,,,gate left 10 training rows (< 500),0.00039497590646970533,,2,{},{},{},10,25318
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,3,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,4,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
0.08379682969991512,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,5,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,6,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,7,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
,A2,bank_marketing,1.0.0,False,claude-sonnet-4-5-20250929,,,gate left 0 training rows (< 500),0.0,,8,{},{},{},0,25318
0.0905438249197966,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.08934290983208774,0.34596617933357054,,0.8138873528714748,0.7692398210098511,9,"{'age_band': {'30-39': 0.7361598771067924, '40-49': 0.7517182909895264, '50-59': 0.7790056299452222, '60+': 0.564648839259477, '<30': 0.7688567471502534}, 'job': {'admin.': 0.7502705676781969, 'blue-collar': 0.6899981222168571, 'entrepreneur': 0.7101833698535349, 'housemaid': 0.830091533180778, 'management': 0.7940616207739495, 'retired': 0.7948865218602061, 'self-employed': 0.779230356663985, 'services': 0.7136431277056277, 'student': 0.6844016884264258, 'technician': 0.7592741618047113, 'unemployed': 0.7383195916764822}, 'marital': {'divorced': 0.732361188674089, 'married': 0.7733326788160816, 'single': 0.7657173169518017}}","{'age_band': 0.2143567906857452, 'job': 0.1456898447543522, 'marital': 0.04097149014199264}","{'age_band': 0.012293495704837317, 'job': 0.012507886004686039, 'marital': 0.008044182895059857}",20606,25318
0.08379682969991512,A2,bank_marketing,1.0.0,True,claude-sonnet-4-5-20250929,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,10,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,1,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,2,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,3,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,4,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,5,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,6,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.0844641673635189,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11651789240856308,0.436684651940557,,1.0,0.790031291039063,7,"{'age_band': {'30-39': 0.7563558106169297, '40-49': 0.7781442108421545, '50-59': 0.7876706373358838, '60+': 0.6628220197864629, '<30': 0.7961869931454602}, 'job': {'admin.': 0.8046350208291766, 'blue-collar': 0.6995023874671388, 'entrepreneur': 0.7104140237573522, 'housemaid': 0.8392448512585813, 'management': 0.8134411081899666, 'retired': 0.8077311333890281, 'self-employed': 0.7942813086618397, 'services': 0.7444399350649351, 'student': 0.7195935996858741, 'technician': 0.7843303622193258, 'unemployed': 0.7904986258343148}, 'marital': {'divorced': 0.7402122123073632, 'married': 0.7942164542684367, 'single': 0.7899878049635201}}","{'age_band': 0.13336497335899722, 'job': 0.1397424637914425, 'marital': 0.05400424196107345}","{'age_band': 0.0, 'job': 0.0, 'marital': 0.0}",25318,25318
,A3,bank_marketing,1.0.0,False,claude-haiku-4-5-20251001,,,gate left 0 training rows (< 500),0.0,,8,{},{},{},0,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,9,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08379682969991512,A3,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,10,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
