corpus,condition,model,seed,feasible,subgroup,auc_gap,representation_shift
bank_marketing,A2,claude-sonnet-4-5-20250929,6,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A2,claude-sonnet-4-5-20250929,7,True,age_band,0.2143567906857452,0.012293495704837317
bank_marketing,A2,claude-sonnet-4-5-20250929,7,True,job,0.1456898447543522,0.012507886004686039
bank_marketing,A2,claude-sonnet-4-5-20250929,7,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A2,claude-sonnet-4-5-20250929,9,True,age_band,0.2143567906857452,0.012293495704837317
bank_marketing,A2,claude-sonnet-4-5-20250929,9,True,job,0.1456898447543522,0.012507886004686039
bank_marketing,A2,claude-sonnet-4-5-20250929,9,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A2,claude-sonnet-4-5-20250929,10,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A2,claude-sonnet-4-5-20250929,10,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A2,claude-sonnet-4-5-20250929,10,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A2,gemini-flash,1,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,1,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,1,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,2,True,age_band,0.12836703907638825,0.012297299728899692
bank_marketing,A2,gemini-flash,2,True,job,0.14817166903430623,0.01244986051388312
bank_marketing,A2,gemini-flash,2,True,marital,0.0370610376339191,0.008129123739284295
bank_marketing,A2,gemini-flash,3,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,3,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,3,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,4,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A2,gemini-flash,4,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A2,gemini-flash,4,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A2,gemini-flash,5,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,5,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,5,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,6,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,6,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,6,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,7,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,7,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,7,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,8,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,8,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,8,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,9,True,age_band,0.13336497335899722,0.0
bank_marketing,A2,gemini-flash,9,True,job,0.1397424637914425,0.0
bank_marketing,A2,gemini-flash,9,True,marital,0.05400424196107345,0.0
bank_marketing,A2,gemini-flash,10,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A2,gemini-flash,10,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A2,gemini-flash,10,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A3,claude-haiku-4-5-20251001,1,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,1,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,1,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,2,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,2,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,2,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,3,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,3,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,3,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,4,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,4,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,4,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,5,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,5,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,5,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,6,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,6,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,6,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,7,True,age_band,0.13336497335899722,0.0
bank_marketing,A3,claude-haiku-4-5-20251001,7,True,job,0.1397424637914425,0.0
bank_marketing,A3,claude-haiku-4-5-20251001,7,True,marital,0.05400424196107345,0.0
bank_marketing,A3,claude-haiku-4-5-20251001,9,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,9,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,9,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-haiku-4-5-20251001,10,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-haiku-4-5-20251001,10,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-haiku-4-5-20251001,10,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-sonnet-4-5-20250929,1,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-sonnet-4-5-20250929,1,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-sonnet-4-5-20250929,1,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-sonnet-4-5-20250929,4,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-sonnet-4-5-20250929,4,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-sonnet-4-5-20250929,4,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-sonnet-4-5-20250929,5,True,age_band,0.2143567906857452,0.012293495704837317
bank_marketing,A3,claude-sonnet-4-5-20250929,5,True,job,0.1456898447543522,0.012507886004686039
bank_marketing,A3,claude-sonnet-4-5-20250929,5,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A3,claude-sonnet-4-5-20250929,6,True,age_band,0.12185141871762872,0.053917722503401995
bank_marketing,A3,claude-sonnet-4-5-20250929,6,True,job,0.23406473166659447,0.054586627893282516
bank_marketing,A3,claude-sonnet-4-5-20250929,6,True,marital,0.03721192796923489,0.03564228307296567
bank_marketing,A3,claude-sonnet-4-5-20250929,8,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-sonnet-4-5-20250929,8,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-sonnet-4-5-20250929,8,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,claude-sonnet-4-5-20250929,10,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A3,claude-sonnet-4-5-20250929,10,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A3,claude-sonnet-4-5-20250929,10,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A3,gemini-flash,1,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A3,gemini-flash,1,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A3,gemini-flash,1,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A3,gemini-flash,2,True,age_band,0.13336497335899722,0.0
bank_marketing,A3,gemini-flash,2,True,job,0.1397424637914425,0.0
bank_marketing,A3,gemini-flash,2,True,marital,0.05400424196107345,0.0
bank_marketing,A3,gemini-flash,3,True,age_band,0.2143567906857452,0.012293495704837317
bank_marketing,A3,gemini-flash,3,True,job,0.1456898447543522,0.012507886004686039
bank_marketing,A3,gemini-flash,3,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A3,gemini-flash,5,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A3,gemini-flash,5,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A3,gemini-flash,5,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A3,gemini-flash,7,True,age_band,0.13336497335899722,0.0
bank_marketing,A3,gemini-flash,7,True,job,0.1397424637914425,0.0
bank_marketing,A3,gemini-flash,7,True,marital,0.05400424196107345,0.0
bank_marketing,A3,gemini-flash,9,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A3,gemini-flash,9,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A3,gemini-flash,9,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A3,gemini-flash,10,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A3,gemini-flash,10,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A3,gemini-flash,10,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A4,claude-haiku-4-5-20251001,1,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,1,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,1,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-haiku-4-5-20251001,2,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,2,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,2,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-haiku-4-5-20251001,3,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,3,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,3,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-haiku-4-5-20251001,4,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,4,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,4,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-haiku-4-5-20251001,5,True,age_band,0.2066560348087345,0.012356151432105306
bank_marketing,A4,claude-haiku-4-5-20251001,5,True,job,0.14057008796422643,0.012540653823535567
bank_marketing,A4,claude-haiku-4-5-20251001,5,True,marital,0.04692971707202065,0.008002827192731606
bank_marketing,A4,claude-haiku-4-5-20251001,8,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,8,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,8,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-haiku-4-5-20251001,9,True,age_band,0.1739824906864582,0.012384912554912381
bank_marketing,A4,claude-haiku-4-5-20251001,9,True,job,0.12399351989866958,0.012522182555489243
bank_marketing,A4,claude-haiku-4-5-20251001,9,True,marital,0.043299352077372455,0.00798946429631301
bank_marketing,A4,claude-haiku-4-5-20251001,10,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A4,claude-haiku-4-5-20251001,10,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A4,claude-haiku-4-5-20251001,10,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A4,claude-sonnet-4-5-20250929,1,True,age_band,0.12185141871762872,0.053917722503401995
bank_marketing,A4,claude-sonnet-4-5-20250929,1,True,job,0.23406473166659447,0.054586627893282516
bank_marketing,A4,claude-sonnet-4-5-20250929,1,True,marital,0.03721192796923489,0.03564228307296567
bank_marketing,A4,claude-sonnet-4-5-20250929,3,True,age_band,0.2143567906857452,0.012293495704837317
bank_marketing,A4,claude-sonnet-4-5-20250929,3,True,job,0.1456898447543522,0.012507886004686039
bank_marketing,A4,claude-sonnet-4-5-20250929,3,True,marital,0.04097149014199264,0.008044182895059857
bank_marketing,A4,claude-sonnet-4-5-20250929,4,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A4,claude-sonnet-4-5-20250929,4,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A4,claude-sonnet-4-5-20250929,4,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A4,claude-sonnet-4-5-20250929,5,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A4,claude-sonnet-4-5-20250929,5,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A4,claude-sonnet-4-5-20250929,5,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A4,claude-sonnet-4-5-20250929,6,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A4,claude-sonnet-4-5-20250929,6,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A4,claude-sonnet-4-5-20250929,6,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A4,claude-sonnet-4-5-20250929,7,True,age_band,0.12185141871762872,0.053917722503401995
bank_marketing,A4,claude-sonnet-4-5-20250929,7,True,job,0.23406473166659447,0.054586627893282516
bank_marketing,A4,claude-sonnet-4-5-20250929,7,True,marital,0.03721192796923489,0.03564228307296567
bank_marketing,A4,claude-sonnet-4-5-20250929,8,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A4,claude-sonnet-4-5-20250929,8,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A4,claude-sonnet-4-5-20250929,8,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A4,claude-sonnet-4-5-20250929,10,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A4,claude-sonnet-4-5-20250929,10,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A4,claude-sonnet-4-5-20250929,10,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A4,gemini-flash,1,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A4,gemini-flash,1,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A4,gemini-flash,1,True,marital,0.056329590136853014,0.035177935639983685
bank_marketing,A5,claude-haiku-4-5-20251001,4,True,age_band,0.1739824906864582,0.012384912554912381
bank_marketing,A5,claude-haiku-4-5-20251001,4,True,job,0.12399351989866958,0.012522182555489243
bank_marketing,A5,claude-haiku-4-5-20251001,4,True,marital,0.043299352077372455,0.00798946429631301
bank_marketing,A5,claude-haiku-4-5-20251001,8,True,age_band,0.12186952987896482,6.84165007152418e-05
bank_marketing,A5,claude-haiku-4-5-20251001,8,True,job,0.13126357310641323,0.00014455084968391157
bank_marketing,A5,claude-haiku-4-5-20251001,8,True,marital,0.04446457524793046,0.00013338533170514227
bank_marketing,A5,claude-sonnet-4-5-20250929,1,True,age_band,0.11144862011265866,5.141803467105174e-05
bank_marketing,A5,claude-sonnet-4-5-20250929,1,True,job,0.15056572590897532,0.00016373365062255464
bank_marketing,A5,claude-sonnet-4-5-20250929,1,True,marital,0.05317678198095144,0.0001176624922576211
bank_marketing,A5,claude-sonnet-4-5-20250929,2,True,age_band,0.22680828056564495,0.01237406871979141
bank_marketing,A5,claude-sonnet-4-5-20250929,2,True,job,0.1127156243220736,0.012612473936156153
bank_marketing,A5,claude-sonnet-4-5-20250929,2,True,marital,0.030892466768917326,0.00804651178566819
bank_marketing,A5,claude-sonnet-4-5-20250929,4,True,age_band,0.12185141871762872,0.053917722503401995
bank_marketing,A5,claude-sonnet-4-5-20250929,4,True,job,0.23406473166659447,0.054586627893282516
bank_marketing,A5,claude-sonnet-4-5-20250929,4,True,marital,0.03721192796923489,0.03564228307296567
bank_marketing,A5,claude-sonnet-4-5-20250929,9,True,age_band,0.12185141871762872,0.053917722503401995
bank_marketing,A5,claude-sonnet-4-5-20250929,9,True,job,0.23406473166659447,0.054586627893282516
bank_marketing,A5,claude-sonnet-4-5-20250929,9,True,marital,0.03721192796923489,0.03564228307296567
bank_marketing,A5,claude-sonnet-4-5-20250929,10,True,age_band,0.10308680807996295,0.05401667066105577
bank_marketing,A5,claude-sonnet-4-5-20250929,10,True,job,0.3119048573367874,0.054786957360007826
bank_marketing,A5,claude-sonnet-4-5-20250929,10,True,marital,0.06779174780383679,0.035485840448478405
bank_marketing,A5,gemini-flash,10,True,age_band,0.10848763781609227,0.053760562923148944
bank_marketing,A5,gemini-flash,10,True,job,0.24483443345472522,0.054698110995874405
bank_marketing,A5,gemini-flash,10,True,marital,0.056329590136853014,0.035177935639983685
diabetes_130us,A2,claude-sonnet-4-5-20250929,1,True,race,0.1813643616770655,0.022288981126614173
diabetes_130us,A2,claude-sonnet-4-5-20250929,1,True,gender,0.013944557151365777,0.004900456607817808
diabetes_130us,A2,claude-sonnet-4-5-20250929,1,True,age,0.1893664286347082,0.007199344970330869
diabetes_130us,A2,claude-sonnet-4-5-20250929,2,True,race,0.1706357692777709,0.021986699187562478
diabetes_130us,A2,claude-sonnet-4-5-20250929,2,True,gender,0.01657579229134276,0.0008034734570628184
diabetes_130us,A2,claude-sonnet-4-5-20250929,2,True,age,0.16778018169920283,0.0005572185630982583
diabetes_130us,A2,claude-sonnet-4-5-20250929,3,True,race,0.1706357692777709,0.021986699187562478
diabetes_130us,A2,claude-sonnet-4-5-20250929,3,True,gender,0.01657579229134276,0.0008034734570628184
diabetes_130us,A2,claude-sonnet-4-5-20250929,3,True,age,0.16778018169920283,0.0005572185630982583
diabetes_130us,A2,claude-sonnet-4-5-20250929,4,True,race,0.1308785490244,0.08073410879462435
diabetes_130us,A2,claude-sonnet-4-5-20250929,4,True,gender,0.001406361482845675,0.0280755022921967
diabetes_130us,A2,claude-sonnet-4-5-20250929,4,True,age,0.2990953799917594,0.036509888021368835
diabetes_130us,A2,claude-sonnet-4-5-20250929,5,True,race,0.20824422583404623,0.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,5,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,5,True,age,0.16193495202235197,0.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,6,True,race,0.18572548779991038,0.0015022405154263715
diabetes_130us,A2,claude-sonnet-4-5-20250929,6,True,gender,0.009581443351512342,0.003954591881232326
diabetes_130us,A2,claude-sonnet-4-5-20250929,6,True,age,0.18195223193134824,0.0069145410699995346
diabetes_130us,A2,claude-sonnet-4-5-20250929,7,True,race,0.18572548779991038,0.0015022405154263715
diabetes_130us,A2,claude-sonnet-4-5-20250929,7,True,gender,0.009581443351512342,0.003954591881232326
diabetes_130us,A2,claude-sonnet-4-5-20250929,7,True,age,0.18195223193134824,0.0069145410699995346
diabetes_130us,A2,claude-sonnet-4-5-20250929,8,True,race,0.21002892174833998,0.06535613087200602
diabetes_130us,A2,claude-sonnet-4-5-20250929,8,True,gender,0.002264057236545658,0.026538969732623915
diabetes_130us,A2,claude-sonnet-4-5-20250929,8,True,age,0.21250881658301313,0.036475782015964776
diabetes_130us,A2,claude-sonnet-4-5-20250929,9,True,race,0.1706357692777709,0.021986699187562478
diabetes_130us,A2,claude-sonnet-4-5-20250929,9,True,gender,0.01657579229134276,0.0008034734570628184
diabetes_130us,A2,claude-sonnet-4-5-20250929,9,True,age,0.16778018169920283,0.0005572185630982583
diabetes_130us,A2,claude-sonnet-4-5-20250929,10,True,race,0.1308785490244,0.08073410879462435
diabetes_130us,A2,claude-sonnet-4-5-20250929,10,True,gender,0.001406361482845675,0.0280755022921967
diabetes_130us,A2,claude-sonnet-4-5-20250929,10,True,age,0.2990953799917594,0.036509888021368835
diabetes_130us,A2,gemini-flash,1,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,1,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,1,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,2,True,race,0.19131380096948958,3.4324084468804854e-05
diabetes_130us,A2,gemini-flash,2,True,gender,0.012106304402891954,3.509449191950582e-05
diabetes_130us,A2,gemini-flash,2,True,age,0.16717274507893498,1.8398019655283242e-05
diabetes_130us,A2,gemini-flash,3,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,3,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,3,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,4,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,4,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,4,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,5,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,5,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,5,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,6,True,race,0.19131380096948958,3.4324084468804854e-05
diabetes_130us,A2,gemini-flash,6,True,gender,0.012106304402891954,3.509449191950582e-05
diabetes_130us,A2,gemini-flash,6,True,age,0.16717274507893498,1.8398019655283242e-05
diabetes_130us,A2,gemini-flash,7,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,7,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,7,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,8,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,8,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,8,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,9,True,race,0.20824422583404623,0.0
diabetes_130us,A2,gemini-flash,9,True,gender,0.016949218913614228,0.0
diabetes_130us,A2,gemini-flash,9,True,age,0.16193495202235197,0.0
diabetes_130us,A2,gemini-flash,10,True,race,0.19131380096948958,3.4324084468804854e-05
diabetes_130us,A2,gemini-flash,10,True,gender,0.012106304402891954,3.509449191950582e-05
diabetes_130us,A2,gemini-flash,10,True,age,0.16717274507893498,1.8398019655283242e-05
diabetes_130us,A3,claude-haiku-4-5-20251001,1,True,race,0.19469799034770774,0.010252276344599708
diabetes_130us,A3,claude-haiku-4-5-20251001,1,True,gender,0.01598351107748186,0.014204286310611646
diabetes_130us,A3,claude-haiku-4-5-20251001,1,True,age,0.20482050386920359,0.029159204512314497
diabetes_130us,A3,claude-haiku-4-5-20251001,2,True,race,0.1658284811736903,0.009567582855152254
diabetes_130us,A3,claude-haiku-4-5-20251001,2,True,gender,0.008729283099781937,0.013298033891068888
diabetes_130us,A3,claude-haiku-4-5-20251001,2,True,age,0.20182075055541493,0.029524297230707052
diabetes_130us,A3,claude-haiku-4-5-20251001,3,True,race,0.18367427934828018,0.00894927973581597
diabetes_130us,A3,claude-haiku-4-5-20251001,3,True,gender,0.009605249868373522,0.015654208352871055
