corpus,condition,model,seed,n_rules,n_executable,set_retention,set_retention_ex_typemismatch,n_typemismatch,inert_rate,product_of_rule_retentions,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,independence_ratio
bank_marketing,A5,claude-sonnet-4-5-20250929,10,19,19,0.18380380989244932,0.18380380989244932,0,0.8947368421052632,0.1841195865978125,0,0,0,1,0,0,0,0,0,0,0.9982849369195416
bank_marketing,A5,claude-haiku-4-5-20251001,1,18,18,0.0,0.0,0,0.8333333333333334,0.00031580401793378064,0,0,0,1,0,0,0,0,0,0,0.0
bank_marketing,A5,claude-haiku-4-5-20251001,2,18,18,0.0,0.0,0,0.8333333333333334,0.00031580401793378064,0,0,0,1,0,0,0,0,0,0,0.0
bank_marketing,A5,claude-haiku-4-5-20251001,3,18,18,0.0,0.0,0,0.8333333333333334,0.00031580401793378064,0,0,0,1,0,0,0,0,0,0,0.0
bank_marketing,A5,claude-haiku-4-5-20251001,4,18,18,0.8158644142774198,0.8158644142774198,0,0.8333333333333334,0.8155638763139885,0,0,0,0,0,0,0,0,0,0,1.0003685032799512
bank_marketing,A5,claude-haiku-4-5-20251001,5,18,18,0.0,0.0,0,0.8333333333333334,0.0,0,0,0,1,0,0,0,0,0,0,
bank_marketing,A5,claude-haiku-4-5-20251001,6,18,18,0.0,0.0,0,0.8333333333333334,0.0,0,0,0,1,0,0,0,0,0,0,
bank_marketing,A5,claude-haiku-4-5-20251001,7,18,18,0.0003870718018192375,0.0003870718018192375,0,0.8888888888888888,0.0003870396965521453,0,0,0,1,0,0,0,0,0,0,1.0000829508378035
bank_marketing,A5,claude-haiku-4-5-20251001,8,16,16,0.9995299842406481,0.9995299842406481,0,0.875,0.9995300163459152,0,0,0,0,0,0,0,0,0,0,0.9999999678796369
bank_marketing,A5,claude-haiku-4-5-20251001,9,18,18,0.0003870718018192375,0.0003870718018192375,0,0.8333333333333334,0.00038702899568409386,0,0,0,1,0,0,0,0,0,0,1.0001106018815669
bank_marketing,A5,claude-haiku-4-5-20251001,10,18,18,0.0,0.0,0,0.8333333333333334,0.0,0,0,0,2,0,0,0,0,0,0,
diabetes_130us,A2,claude-sonnet-4-5-20250929,1,48,48,0.9059241153132792,0.9059241153132792,0,0.9583333333333334,0.906315362151333,0,11,0,0,0,0,0,0,1,1,0.999568310486181
diabetes_130us,A2,claude-sonnet-4-5-20250929,2,44,44,0.9778659427855502,0.9778659427855502,0,0.9772727272727273,0.9778659427855502,0,9,0,0,0,0,0,0,1,1,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,3,47,47,0.9778659427855502,0.9778659427855502,0,0.9787234042553191,0.9778659427855502,0,11,0,0,0,0,0,0,1,1,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,4,45,45,0.10734157935464853,0.10734157935464853,0,0.9555555555555556,0.1068634406417039,0,9,0,1,0,0,0,0,1,1,1.0044742964485651
diabetes_130us,A2,claude-sonnet-4-5-20250929,5,47,47,1.0,1.0,0,1.0,1.0,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,6,42,42,0.9268298674658838,0.9268298674658838,0,0.9761904761904762,0.9268298674658838,0,9,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,7,45,45,0.9268298674658838,0.9268298674658838,0,0.9777777777777777,0.9268298674658838,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,8,47,47,0.10928230135236387,0.10928230135236387,0,0.9787234042553191,0.10928230135236387,0,11,0,1,0,0,0,0,0,0,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,9,49,49,0.9778659427855502,0.9778659427855502,0,0.9795918367346939,0.9778659427855502,0,11,0,0,0,0,0,0,1,1,1.0
diabetes_130us,A2,claude-sonnet-4-5-20250929,10,45,45,0.10734157935464853,0.10734157935464853,0,0.9555555555555556,0.1068634406417039,0,9,0,1,0,0,0,0,1,1,1.0044742964485651
diabetes_130us,A2,claude-haiku-4-5-20251001,1,20,20,0.0,0.0,0,0.65,0.0,0,7,0,3,0,0,0,0,3,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,2,47,47,0.0,0.0,0,0.7872340425531915,0.0,0,17,0,3,0,0,0,0,2,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,3,23,23,0.0,0.0,0,0.6956521739130435,0.0,0,5,0,2,0,0,0,0,1,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,4,44,44,0.0,0.0,0,0.8636363636363636,1.7721989453579808e-07,0,28,0,3,0,0,0,0,1,1,0.0
diabetes_130us,A2,claude-haiku-4-5-20251001,5,47,47,0.0,0.0,0,0.8297872340425532,0.0,0,30,0,4,0,0,0,0,3,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,6,44,44,0.0,0.0,0,0.8636363636363636,0.0,0,16,0,4,0,0,0,0,2,3,
diabetes_130us,A2,claude-haiku-4-5-20251001,7,45,45,0.0,0.0,0,0.8222222222222222,0.0,0,17,0,4,0,0,0,0,2,3,
diabetes_130us,A2,claude-haiku-4-5-20251001,8,21,21,0.0,0.0,0,0.7142857142857143,0.0,0,8,0,2,0,0,0,0,1,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,9,25,25,0.0,0.0,0,0.76,0.0,0,5,0,4,0,0,0,0,3,2,
diabetes_130us,A2,claude-haiku-4-5-20251001,10,47,47,0.0,0.0,0,0.8085106382978723,0.0,0,16,0,3,0,0,0,0,2,3,
diabetes_130us,A3,claude-sonnet-4-5-20250929,1,46,46,0.20988048591748246,0.20988048591748246,0,0.5217391304347826,0.20957523662519154,0,23,0,1,0,0,0,0,0,0,1.0014565141245042
diabetes_130us,A3,claude-sonnet-4-5-20250929,2,44,44,1.0,1.0,0,1.0,1.0,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A3,claude-sonnet-4-5-20250929,3,45,45,0.048223256728040974,0.048223256728040974,0,0.5111111111111111,0.02527340368928708,0,23,0,2,0,0,0,0,0,0,1.9080634061363846
diabetes_130us,A3,claude-sonnet-4-5-20250929,4,46,46,0.22889464827484554,0.22889464827484554,0,0.5434782608695652,0.23331257677241513,0,23,0,1,0,0,0,0,0,0,0.9810643362707401
diabetes_130us,A3,claude-sonnet-4-5-20250929,5,46,46,0.21637821969464335,0.21637821969464335,0,0.5217391304347826,0.21985482603821713,0,23,0,1,0,0,0,0,0,0,0.9841868090584036
diabetes_130us,A3,claude-sonnet-4-5-20250929,6,43,43,0.22889464827484554,0.22889464827484554,0,0.5116279069767442,0.23331257677241513,0,23,0,1,0,0,0,0,0,0,0.9810643362707401
diabetes_130us,A3,claude-sonnet-4-5-20250929,7,46,46,0.22889464827484554,0.22889464827484554,0,0.5434782608695652,0.23331257677241513,0,23,0,1,0,0,0,0,0,0,0.9810643362707401
diabetes_130us,A3,claude-sonnet-4-5-20250929,8,45,45,0.22889464827484554,0.22889464827484554,0,0.5333333333333333,0.23331257677241513,0,23,0,1,0,0,0,0,0,0,0.9810643362707401
diabetes_130us,A3,claude-sonnet-4-5-20250929,9,46,46,0.19338434893690196,0.19338434893690196,0,0.5217391304347826,0.21624106460810136,0,23,0,1,0,0,0,0,0,0,0.8942998374863574
diabetes_130us,A3,claude-sonnet-4-5-20250929,10,45,45,0.048223256728040974,0.048223256728040974,0,0.5111111111111111,0.02527340368928708,0,23,0,2,0,0,0,0,0,0,1.9080634061363846
diabetes_130us,A3,claude-haiku-4-5-20251001,1,46,46,0.22888236522422709,0.22888236522422709,0,0.5,0.23329824803266697,0,24,0,1,0,0,0,0,1,1,0.9810719418354931
diabetes_130us,A3,claude-haiku-4-5-20251001,2,44,44,0.21955952980482232,0.21955952980482232,0,0.4318181818181818,0.222854736105378,0,24,0,1,0,0,0,0,1,1,0.9852136581966222
diabetes_130us,A3,claude-haiku-4-5-20251001,3,46,46,0.21889624507142594,0.21889624507142594,0,0.4782608695652174,0.22590882219904834,0,24,0,1,0,0,0,0,1,1,0.9689583741822901
diabetes_130us,A3,claude-haiku-4-5-20251001,4,43,43,0.22888236522422709,0.22888236522422709,0,0.46511627906976744,0.23329824803266697,0,24,0,1,0,0,0,0,1,1,0.9810719418354931
diabetes_130us,A3,claude-haiku-4-5-20251001,5,46,46,0.22888236522422709,0.22888236522422709,0,0.4782608695652174,0.2332581294340101,0,24,0,1,0,0,0,0,1,1,0.9812406786404376
diabetes_130us,A3,claude-haiku-4-5-20251001,6,45,45,0.22888236522422709,0.22888236522422709,0,0.4888888888888889,0.23329824803266697,0,24,0,1,0,0,0,0,1,1,0.9810719418354931
diabetes_130us,A3,claude-haiku-4-5-20251001,7,46,46,0.2203579280950217,0.2203579280950217,0,0.4782608695652174,0.22701968734285607,0,24,0,1,0,0,0,0,1,2,0.9706555879544778
diabetes_130us,A3,claude-haiku-4-5-20251001,8,46,46,0.22888236522422709,0.22888236522422709,0,0.4782608695652174,0.2332581294340101,0,24,0,1,0,0,0,0,1,1,0.9812406786404376
diabetes_130us,A3,claude-haiku-4-5-20251001,9,46,46,0.22888236522422709,0.22888236522422709,0,0.5,0.23329824803266697,0,24,0,1,0,0,0,0,1,1,0.9810719418354931
diabetes_130us,A3,claude-haiku-4-5-20251001,10,46,46,0.22888236522422709,0.22888236522422709,0,0.5,0.23329824803266697,0,24,0,1,0,0,0,0,1,1,0.9810719418354931
diabetes_130us,A4,claude-sonnet-4-5-20250929,1,46,46,0.8638301008438456,0.8638301008438456,0,0.9565217391304348,0.8637552399102347,0,11,0,0,0,0,0,0,0,0,1.0000866691513428
diabetes_130us,A4,claude-sonnet-4-5-20250929,2,45,45,0.9152101015808286,0.9152101015808286,0,0.8,0.9147431062240505,0,0,0,0,0,0,0,0,0,0,1.0005105207720075
diabetes_130us,A4,claude-sonnet-4-5-20250929,3,47,47,0.1967253387051208,0.1967253387051208,0,0.9787234042553191,0.1967253387051208,0,11,0,1,0,0,0,0,0,0,1.0
diabetes_130us,A4,claude-sonnet-4-5-20250929,4,49,49,0.9064154373380172,0.9064154373380172,0,0.9591836734693877,0.9064192198833364,0,11,0,0,0,0,0,0,0,0,0.9999958269361061
diabetes_130us,A4,claude-sonnet-4-5-20250929,5,46,46,0.986808003635783,0.986808003635783,0,0.8260869565217391,0.9867871150645252,0,0,0,0,0,0,0,0,0,0,1.000021168265109
diabetes_130us,A4,claude-sonnet-4-5-20250929,6,49,49,0.9569601906329456,0.9569601906329456,0,0.9591836734693877,0.9552353606794912,0,11,0,0,0,0,0,0,0,0,1.001805659656723
diabetes_130us,A4,claude-sonnet-4-5-20250929,7,46,46,0.9265473573016595,0.9265473573016595,0,0.8260869565217391,0.9265680507007071,0,0,0,0,0,0,0,0,0,0,0.9999776666171125
diabetes_130us,A4,claude-sonnet-4-5-20250929,8,45,45,0.9265473573016595,0.9265473573016595,0,0.8222222222222222,0.926568050700707,0,1,0,0,0,0,0,0,0,0,0.9999776666171126
diabetes_130us,A4,claude-sonnet-4-5-20250929,9,47,47,0.8639037991475563,0.8639037991475563,0,0.9787234042553191,0.8639037991475563,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A4,claude-sonnet-4-5-20250929,10,47,47,0.9569233414810903,0.9569233414810903,0,0.9361702127659575,0.9550710958194626,0,11,0,0,0,0,0,0,0,0,1.0019393798741636
diabetes_130us,A4,claude-haiku-4-5-20251001,1,44,44,0.9566899635193397,0.9566899635193397,0,0.6818181818181818,0.9548482264716288,0,0,0,0,0,0,0,0,1,1,1.0019288270079492
diabetes_130us,A4,claude-haiku-4-5-20251001,2,44,44,0.9567882279242873,0.9567882279242873,0,0.7727272727272727,0.9549420599712287,0,0,0,0,0,0,0,0,1,1,1.0019332774525758
diabetes_130us,A4,claude-haiku-4-5-20251001,3,45,45,0.9567882279242873,0.9567882279242873,0,0.7777777777777778,0.9549420599712287,0,0,0,0,0,0,0,0,1,1,1.0019332774525758
diabetes_130us,A4,claude-haiku-4-5-20251001,4,31,31,0.9568987753798534,0.9568987753798534,0,0.8709677419354839,0.9550476334462342,0,0,0,0,0,0,0,0,1,1,1.0019382718398446
diabetes_130us,A4,claude-haiku-4-5-20251001,5,45,45,0.9567882279242873,0.9567882279242873,0,0.7777777777777778,0.9549420599712287,0,0,0,0,0,0,0,0,1,1,1.0019332774525758
diabetes_130us,A4,claude-haiku-4-5-20251001,6,44,44,0.9568127940255242,0.9568127940255242,0,0.7954545454545454,0.9549655197508649,0,0,0,0,0,0,0,0,0,0,1.0019343884532514
diabetes_130us,A4,claude-haiku-4-5-20251001,7,44,44,0.9566285482662474,0.9566285482662474,0,0.7954545454545454,0.9547863266799496,0,0,0,0,0,0,0,0,0,0,1.0019294595396058
diabetes_130us,A4,claude-haiku-4-5-20251001,8,43,43,0.9567145296205766,0.9567145296205766,0,0.7441860465116279,0.9550007200839364,0,0,0,0,0,0,0,0,1,1,1.0017945636067054
diabetes_130us,A4,claude-haiku-4-5-20251001,9,43,43,0.946200238291182,0.946200238291182,0,0.7209302325581395,0.9433525101537859,0,0,0,0,0,0,0,0,1,1,1.0030187317113641
diabetes_130us,A4,claude-haiku-4-5-20251001,10,45,45,0.9566285482662474,0.9566285482662474,0,0.8,0.9547863266799496,0,0,0,0,0,0,0,0,0,0,1.0019294595396058
diabetes_130us,A5,claude-sonnet-4-5-20250929,1,45,45,0.9569233414810903,0.9569233414810903,0,0.9333333333333333,0.9550710958194626,0,11,0,0,0,0,0,0,0,0,1.0019393798741636
diabetes_130us,A5,claude-sonnet-4-5-20250929,2,47,47,0.9569233414810903,0.9569233414810903,0,0.9361702127659575,0.9550710958194626,0,11,0,0,0,0,0,0,0,0,1.0019393798741636
diabetes_130us,A5,claude-sonnet-4-5-20250929,3,45,45,1.0,1.0,0,1.0,1.0,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A5,claude-sonnet-4-5-20250929,4,40,40,0.9569233414810903,0.9569233414810903,0,0.925,0.9550710958194626,0,5,0,0,0,0,0,0,0,0,1.0019393798741636
diabetes_130us,A5,claude-sonnet-4-5-20250929,5,45,45,0.9569233414810903,0.9569233414810903,0,0.9333333333333333,0.9550710958194626,0,11,0,0,0,0,0,0,0,0,1.0019393798741636
diabetes_130us,A5,claude-sonnet-4-5-20250929,6,49,49,0.9255155810497095,0.9255155810497095,0,0.9183673469387755,0.9226578272045095,0,11,0,0,0,0,0,0,0,0,1.0030973062395823
diabetes_130us,A5,claude-sonnet-4-5-20250929,7,48,48,0.9998280372913417,0.9998280372913417,0,0.9791666666666666,0.9998280372913417,0,11,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A5,claude-sonnet-4-5-20250929,8,36,36,0.9998280372913417,0.9998280372913417,0,0.9722222222222222,0.9998280372913417,0,2,0,0,0,0,0,0,0,0,1.0
diabetes_130us,A5,claude-sonnet-4-5-20250929,9,45,45,0.8981243781705625,0.8981243781705625,0,0.9555555555555556,0.89810502459209,0,11,0,0,0,0,0,0,0,0,1.000021549348843
